,AFIID,LOCID,LOGDATE,LOGTIME,MATRIX,SBD,SED,SACODE,SAMPNO,LOGCODE,SMCODE,FLDSAMPID,COCID,COOLER,ABLOT,EBLOT,TBLOT,REMARKS,SDG,LABCODE,ANMCODE,EXMCODE,LCHMETH,RUN_NUMBER,LABSAMPID,EXTDATE,EXTTIME,LCHDATE,LCHTIME,LCHLOT,ANADATE,ANATIME,ANALOT,LABLOTCTL,CALREFID,RTTYPE,BASIS,PARLABEL,PRCCODE,PARVQ,PARVAL,PARUN,PRECISION_,EXPECTED,EVPREC,MDL,RL,UNITS,VQ_1C,VAL_1C,FCVALPREC,VQ_CONFIRM,VAL_CONFIRM,CNFVALPREC,DILUTION,PRIME_DQT,PRIME_FLAG,LAB_DQT,LAB_QC_FLAG,BEST_RESULT,REASON_CODE,PERCENT_RECOVERY,RPD,UPPER_RPD,UPPER_ACCURACY,LOWER_ACCURACY,SPIKE_ADDED,SPIKE_ADDED_PREC,VALCODE,TIC_NAME,RETENTION_TIME,LOD
286,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,SILVER,,,25.070,,3,,,0.220001,,ug/L,,,,,,,1.0,,,,,Y,,100.28,,,115.00,84.00,,,,,,1.00
288,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,THALLIUM,,,25.128,,3,,,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,100.51,,,114.00,85.00,,,,,,0.20
289,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,URANIUM,,,25.266,,3,,,0.020346,,ug/L,,,,,,,1.0,,,,,Y,,101.06,,,119.00,84.00,,,,,,0.20
291,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ZINC,,,23.188,,3,,,0.977933,,ug/L,,,,,,,1.0,,,,,Y,,92.75,,,115.00,87.00,,,,,,10.00
316,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,,,34.573,,3,,,5.585532,,ug/L,,,,,,,1.0,,,,J,Y,,81.89,,,115.00,86.00,,,,,,10.00
317,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,,,26.851,,3,,,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,102.44,,,113.00,88.00,,,,,,0.20
318,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ARSENIC,,,25.228,,3,,,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,100.04,,,113.00,87.00,,,,,,0.20
319,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,BARIUM,,,54.994,,3,,,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,97.91,,,113.00,88.00,,,,,,10.00
320,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,,,24.764,,3,,,0.031295,,ug/L,,,,,,,1.0,,,,,Y,,99.05,,,112.00,89.00,,,,,,0.20
322,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,CADMIUM,,,24.815,,3,,,0.03295,,ug/L,,,,,,,1.0,,,,,Y,,99.24,,,113.00,88.00,,,,,,0.20
323,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,,,25.006,,3,,,0.382228,,ug/L,,,,,,,1.0,,,,,Y,,99.64,,,113.00,90.00,,,,,,1.00
324,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,COPPER,,,24.391,,3,,,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,97.56,,,114.00,86.00,,,,,,10.00
326,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,IRON,,,98.884,,3,,,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,95.82,,,115.00,87.00,,,,,,10.00
327,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,LEAD,,,24.812,,3,,,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,99.08,,,113.00,86.00,,,,,,0.20
329,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,MANGANESE,,,179.483,,3,,,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,90.72,,,114.00,90.00,,,,,,1.00
330,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,NICKEL,,,24.666,,3,,,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,97.56,,,113.00,88.00,,,,,,10.00
333,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,SELENIUM,,,24.273,,3,,,0.035546,,ug/L,,,,,,,1.0,,,,,Y,,96.75,,,114.00,83.00,,,,,,0.20
334,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,SILVER,,,23.712,,3,,,0.220001,,ug/L,,,,,,,1.0,,,,,Y,,94.59,,,115.00,84.00,,,,,,1.00
336,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,THALLIUM,,,25.416,,3,,,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,101.62,,,114.00,85.00,,,,,,0.20
337,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,URANIUM,,,26.156,,3,,,0.020346,,ug/L,,,,,,,1.0,,,,,Y,,104.61,,,119.00,84.00,,,,,,0.20
339,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ZINC,,,23.678,,3,,,0.977933,,ug/L,,,,,,,1.0,,,,,Y,,99.82,,,115.00,87.00,,,,,,10.00
340,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,,,82.220,,3,,,5.585532,,ug/L,,,,,,,1.0,,,,,Y,,82.22,0.40,20.0,115.00,86.00,,,,,,10.00
341,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,,,103.230,,3,,,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,103.23,0.77,20.0,113.00,88.00,,,,,,0.20
342,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ARSENIC,,,101.720,,3,,,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,101.72,1.67,20.0,113.00,87.00,,,,,,0.20
343,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,BARIUM,,,103.580,,3,,,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,103.58,5.63,20.0,113.00,88.00,,,,,,10.00
344,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,,,98.940,,3,,,0.031295,,ug/L,,,,,,,1.0,,,,,Y,,98.94,0.11,20.0,112.00,89.00,,,,,,0.20
346,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,CADMIUM,,,100.070,,3,,,0.03295,,ug/L,,,,,,,1.0,,,,,Y,,100.07,0.83,20.0,113.00,88.00,,,,,,0.20
347,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,,,102.910,,3,,,0.382228,,ug/L,,,,,,,1.0,,,,,Y,,102.91,3.23,20.0,113.00,90.00,,,,,,1.00
348,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,COPPER,,,99.140,,3,,,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,99.14,1.61,20.0,114.00,86.00,,,,,,10.00
350,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,IRON,,,109.270,,3,,,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,109.27,13.12,20.0,115.00,87.00,,,,,,10.00
351,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,LEAD,,,99.690,,3,,,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,99.69,0.61,20.0,113.00,86.00,,,,,,0.20
353,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,MANGANESE,,,105.930,,3,,,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,105.93,15.47,20.0,114.00,90.00,,,,,,1.00
354,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,NICKEL,,,100.600,,3,,,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,100.6,3.07,20.0,113.00,88.00,,,,,,10.00
357,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,SELENIUM,,,95.410,,3,,,0.035546,,ug/L,,,,,,,1.0,,,,,Y,,95.41,1.39,20.0,114.00,83.00,,,,,,0.20
358,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,SILVER,,,96.160,,3,,,0.220001,,ug/L,,,,,,,1.0,,,,,Y,,96.16,1.65,20.0,115.00,84.00,,,,,,1.00
360,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,THALLIUM,,,101.970,,3,,,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,101.97,0.34,20.0,114.00,85.00,,,,,,0.20
361,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,URANIUM,,,104.220,,3,,,0.020346,,ug/L,,,,,,,1.0,,,,,Y,,104.22,0.37,20.0,119.00,84.00,,,,,,0.20
363,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ZINC,,,98.840,,3,,,0.977933,,ug/L,,,,,,,1.0,,,,,Y,,98.84,0.99,20.0,115.00,87.00,,,,,,10.00
527,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001NH31BLK,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25SL0001NH31BLK,12-May-2025,0735,,,,04-Mar-2025,1227,25SL0001NH31,25SL0001NH31,,,,AMMONIA,,,0.000,,3,,,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
529,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25WW00001,12-May-2025,0735,,,,04-Mar-2025,1229,25SL0001NH31,25SL0001NH31,,,,AMMONIA,,,0.300,,3,,,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
530,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25WW00001DUP,12-May-2025,0735,,,,04-Mar-2025,1228,25SL0001NH31,25SL0001NH31,,,,AMMONIA,,,0.320,,3,,,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,,,20.0,,,,,,,,0.200
528,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001NH31LCS,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25SL0001NH31LCS,12-May-2025,0735,,,,04-Mar-2025,1228,25SL0001NH31,25SL0001NH31,,,,AMMONIA,,,0.980,,3,,,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,98.0,,,120.00,80.00,,,,,,0.20
532,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25WW00001,09-May-2025,1350,,,,05-Mar-2025,1237,25SL0001NO21,25SL0001NO21,,,,NITRITES,,,-0.004,,3,,,0.003819,,mg/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.200
533,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25WW00001DUP,09-May-2025,1350,,,,05-Mar-2025,1237,25SL0001NO21,25SL0001NO21,,,,NITRITES,,,0.001,,3,,,0.003819,,mg/L,,,,,,,1.0,,,,U,Y,,,,20.0,,,,,,,,0.200
531,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001NO21LCS,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25SL0001NO21LCS,09-May-2025,1350,,,,05-Mar-2025,1236,25SL0001NO21,25SL0001NO21,,,,NITRITES,,,0.403,,3,,,0.003819,,mg/L,,,,,,,1.0,,,,,Y,,100.75,,,120.00,80.00,,,,,,0.20
535,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25WW00001,09-May-2025,1409,,,,09-May-2025,1409,25SL0001NO31,25SL0001NO31,,,,NITRATES,,,0.078,,3,,,0.066496,,mg/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.250
536,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25WW00001DUP,09-May-2025,1409,,,,09-May-2025,1409,25SL0001NO31,25SL0001NO31,,,,NITRATES,,,0.077,,3,,,0.066496,,mg/L,,,,,,,1.0,,,,U,Y,,,,20.0,,,,,,,,0.250
534,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001NO31LCS,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25SL0001NO31LCS,09-May-2025,1409,,,,09-May-2025,1409,25SL0001NO31,25SL0001NO31,,,,NITRATES,,,5.052,,3,,,0.066496,,mg/L,,,,,,,1.0,,,,,Y,,101.04,,,120.00,80.00,,,,,,0.25
541,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,SM4500-H,SL024,,1,25WW00001,09-May-2025,1422,,,,06-Mar-2025,1048,25SL0001PH1,25SL0001PH1,,,,PH,,,7.088,,3,,,,,pH,,,,,,,1.0,,,,J,Y,,,,,,,,,,,,
542,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,SM4500-H,SL024,,1,25WW00001DUP,09-May-2025,1422,,,,06-Mar-2025,1052,25SL0001PH1,25SL0001PH1,,,,PH,,,7.088,,3,,,,,pH,,,,,,,1.0,,,,J,Y,,,,20.0,,,,,,,,
537,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001TSS1BLK,P1067230,,,,,,25SL0001,SLDA,A2540D,SL023,,1,25SL0001TSS1BLK,09-May-2025,1439,,,,11-Mar-2025,0758,25SL0001TSS1,25SL0001TSS1,,,,TSS,,,-0.100,,3,,,3.173,,mg/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,8.000
539,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,A2540D,SL023,,1,25WW00001,09-May-2025,1439,,,,11-Mar-2025,0805,25SL0001TSS1,25SL0001TSS1,,,,TSS,,,0.286,,3,,,3.173,,mg/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,8.000
540,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,A2540D,SL023,,1,25WW00001DUP,09-May-2025,1439,,,,11-Mar-2025,0803,25SL0001TSS1,25SL0001TSS1,,,,TSS,,,0.000,,3,,,3.173,,mg/L,,,,,,,1.0,,,,U,Y,,,,20.0,,,,,,,,8.000
538,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001TSS1LCS,P1067230,,,,,,25SL0001,SLDA,A2540D,SL023,,1,25SL0001TSS1LCS,09-May-2025,1439,,,,11-Mar-2025,0801,25SL0001TSS1,25SL0001TSS1,,,,TSS,,,102.000,,3,,,3.173,,mg/L,,,,,,,1.0,,,,,Y,,102.0,,,120.00,80.00,,,,,,8.00
