,AFIID,LOCID,LOGDATE,LOGTIME,MATRIX,SBD,SED,SACODE,SAMPNO,LOGCODE,SMCODE,FLDSAMPID,COCID,COOLER,ABLOT,EBLOT,TBLOT,REMARKS,SDG,LABCODE,ANMCODE,EXMCODE,LCHMETH,RUN_NUMBER,LABSAMPID,EXTDATE,EXTTIME,LCHDATE,LCHTIME,LCHLOT,ANADATE,ANATIME,ANALOT,LABLOTCTL,CALREFID,RTTYPE,BASIS,PARLABEL,PRCCODE,PARVQ,PARVAL,PARUN,PRECISION_,EXPECTED,EVPREC,MDL,RL,UNITS,VQ_1C,VAL_1C,FCVALPREC,VQ_CONFIRM,VAL_CONFIRM,CNFVALPREC,DILUTION,PRIME_DQT,PRIME_FLAG,LAB_DQT,LAB_QC_FLAG,BEST_RESULT,REASON_CODE,PERCENT_RECOVERY,RPD,UPPER_RPD,UPPER_ACCURACY,LOWER_ACCURACY,SPIKE_ADDED,SPIKE_ADDED_PREC,VALCODE,TIC_NAME,RETENTION_TIME,LOD
306,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,NICKEL,MET,=,0.277,,3,,,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,10.000
309,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,SELENIUM,MET,ND,0.085,,3,,,0.035546,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
310,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,SILVER,MET,ND,0.064,,3,,,0.220001,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,1.000
312,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,THALLIUM,MET,ND,0.012,,3,,,0.021117,,ug/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.200
313,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,URANIUM,MET,ND,0.004,,3,,,0.020346,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,0.200
315,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001,06-Mar-2025,1200,,,,06-Mar-2025,1719,25SL0001MET1,25SL0001MET1,,,,ZINC,MET,ND,-1.277,,3,,,0.977933,,ug/L,,,,,,,1.0,,,,BU,Y,,,,,,,,,,,,10.000
268,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,MET,=,23.383,,3,1.25,3,5.585532,,ug/L,,,,,,,1.0,,,,,Y,,93.53,,,115.00,86.00,,,,,,10.00
269,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,MET,=,25.022,,3,1.25,3,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,100.09,,,113.00,88.00,,,,,,0.20
270,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ARSENIC,MET,=,25.011,,3,1.25,3,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,100.05,,,113.00,87.00,,,,,,0.20
271,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,BARIUM,MET,=,25.112,,3,1.25,3,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,100.45,,,113.00,88.00,,,,,,10.00
272,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,MET,=,24.870,,3,1.25,3,0.031295,,ug/L,,,,,,,1.0,,,,,Y,,99.48,,,112.00,89.00,,,,,,0.20
274,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,CADMIUM,MET,=,25.001,,3,1.25,3,0.03295,,ug/L,,,,,,,1.0,,,,,Y,,100.0,,,113.00,88.00,,,,,,0.20
275,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,MET,=,25.603,,3,1.25,3,0.382228,,ug/L,,,,,,,1.0,,,,,Y,,102.41,,,113.00,90.00,,,,,,1.00
276,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,COPPER,MET,=,25.523,,3,1.25,3,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,102.09,,,114.00,86.00,,,,,,10.00
278,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,IRON,MET,=,27.249,,3,1.25,3,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,108.99,,,115.00,87.00,,,,,,10.00
279,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,LEAD,MET,=,24.888,,3,1.25,3,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,99.55,,,113.00,86.00,,,,,,0.20
281,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,MANGANESE,MET,=,25.168,,3,1.25,3,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,100.67,,,114.00,90.00,,,,,,1.00
282,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,NICKEL,MET,=,25.632,,3,1.25,3,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,102.53,,,113.00,88.00,,,,,,10.00
285,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,SELENIUM,MET,=,24.757,,3,1.25,3,0.035546,,ug/L,,,,,,,1.0,,,,,Y,,99.03,,,114.00,83.00,,,,,,0.20
286,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,SILVER,MET,=,25.070,,3,1.25,3,0.220001,,ug/L,,,,,,,1.0,,,,,Y,,100.28,,,115.00,84.00,,,,,,1.00
288,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,THALLIUM,MET,=,25.128,,3,1.25,3,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,100.51,,,114.00,85.00,,,,,,0.20
289,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,URANIUM,MET,=,25.266,,3,1.25,3,0.020346,,ug/L,,,,,,,1.0,,,,,Y,,101.06,,,119.00,84.00,,,,,,0.20
291,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001MET1LCS,P1067230,,,,,,25SL0001,SLDA,,,,1,25SL0001MET1LCS,06-Mar-2025,1200,,,,06-Mar-2025,1705,25SL0001MET1,25SL0001MET1,,,,ZINC,MET,=,23.188,,3,1.25,3,0.977933,,ug/L,,,,,,,1.0,,,,,Y,,92.75,,,115.00,87.00,,,,,,10.00
316,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,MET,=,34.573,,3,1.25,3,5.585532,,ug/L,,,,,,,1.0,,,,J,Y,,81.89,,,115.00,86.00,,,,,,10.00
317,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,MET,=,26.851,,3,1.25,3,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,102.44,,,113.00,88.00,,,,,,0.20
318,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ARSENIC,MET,=,25.228,,3,1.25,3,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,100.04,,,113.00,87.00,,,,,,0.20
319,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,BARIUM,MET,=,54.994,,3,1.25,3,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,97.91,,,113.00,88.00,,,,,,10.00
320,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,MET,=,24.764,,3,1.25,3,0.031295,,ug/L,,,,,,,1.0,,,,,Y,,99.05,,,112.00,89.00,,,,,,0.20
322,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,CADMIUM,MET,=,24.815,,3,1.25,3,0.03295,,ug/L,,,,,,,1.0,,,,,Y,,99.24,,,113.00,88.00,,,,,,0.20
323,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,MET,=,25.006,,3,1.25,3,0.382228,,ug/L,,,,,,,1.0,,,,,Y,,99.64,,,113.00,90.00,,,,,,1.00
324,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,COPPER,MET,=,24.391,,3,1.25,3,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,97.56,,,114.00,86.00,,,,,,10.00
326,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,IRON,MET,=,98.884,,3,1.25,3,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,95.82,,,115.00,87.00,,,,,,10.00
327,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,LEAD,MET,=,24.812,,3,1.25,3,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,99.08,,,113.00,86.00,,,,,,0.20
329,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,MANGANESE,MET,=,179.483,,3,1.25,3,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,90.72,,,114.00,90.00,,,,,,1.00
330,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,NICKEL,MET,=,24.666,,3,1.25,3,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,97.56,,,113.00,88.00,,,,,,10.00
333,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,SELENIUM,MET,=,24.273,,3,1.25,3,0.035546,,ug/L,,,,,,,1.0,,,,,Y,,96.75,,,114.00,83.00,,,,,,0.20
334,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,SILVER,MET,=,23.712,,3,1.25,3,0.220001,,ug/L,,,,,,,1.0,,,,,Y,,94.59,,,115.00,84.00,,,,,,1.00
336,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,THALLIUM,MET,=,25.416,,3,1.25,3,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,101.62,,,114.00,85.00,,,,,,0.20
337,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,URANIUM,MET,=,26.156,,3,1.25,3,0.020346,,ug/L,,,,,,,1.0,,,,,Y,,104.61,,,119.00,84.00,,,,,,0.20
339,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MS,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MS,06-Mar-2025,1200,,,,06-Mar-2025,1710,25SL0001MET1,25SL0001MET1,,,,ZINC,MET,=,23.678,,3,1.25,3,0.977933,,ug/L,,,,,,,1.0,,,,,Y,,99.82,,,115.00,87.00,,,,,,10.00
340,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ALUMINIUM,MET,=,82.220,,3,4.14,3,5.585532,,ug/L,,,,,,,1.0,,,,,Y,,82.22,0.40,20.0,115.00,86.00,,,,,,10.00
341,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ANTIMONY,MET,=,103.230,,3,4.94,3,0.054886,,ug/L,,,,,,,1.0,,,,,Y,,103.23,0.77,20.0,113.00,88.00,,,,,,0.20
342,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ARSENIC,MET,=,101.720,,3,4.99,3,0.02362,,ug/L,,,,,,,1.0,,,,,Y,,101.72,1.67,20.0,113.00,87.00,,,,,,0.20
343,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,BARIUM,MET,=,103.580,,3,3.53,3,0.80636,,ug/L,,,,,,,1.0,,,,,Y,,103.58,5.63,20.0,113.00,88.00,,,,,,10.00
344,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,BERYLLIUM,MET,=,98.940,,3,5.0,3,0.031295,,ug/L,,,,,,,1.0,,,,,Y,,98.94,0.11,20.0,112.00,89.00,,,,,,0.20
346,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,CADMIUM,MET,=,100.070,,3,5.0,3,0.03295,,ug/L,,,,,,,1.0,,,,,Y,,100.07,0.83,20.0,113.00,88.00,,,,,,0.20
347,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,CHROMIUM,MET,=,102.910,,3,5.0,3,0.382228,,ug/L,,,,,,,1.0,,,,,Y,,102.91,3.23,20.0,113.00,90.00,,,,,,1.00
348,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,COPPER,MET,=,99.140,,3,5.0,3,0.075091,,ug/L,,,,,,,1.0,,,,,Y,,99.14,1.61,20.0,114.00,86.00,,,,,,10.00
350,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,IRON,MET,=,109.270,,3,1.57,3,3.373023,,ug/L,,,,,,,1.0,,,,,Y,,109.27,13.12,20.0,115.00,87.00,,,,,,10.00
351,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,LEAD,MET,=,99.690,,3,5.0,3,0.062879,,ug/L,,,,,,,1.0,,,,,Y,,99.69,0.61,20.0,113.00,86.00,,,,,,0.20
353,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,MANGANESE,MET,=,105.930,,3,2.4,3,0.410888,,ug/L,,,,,,,1.0,,,,,Y,,105.93,15.47,20.0,114.00,90.00,,,,,,1.00
354,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,NICKEL,MET,=,100.600,,3,4.99,3,0.054793,,ug/L,,,,,,,1.0,,,,,Y,,100.6,3.07,20.0,113.00,88.00,,,,,,10.00
357,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,SELENIUM,MET,=,95.410,,3,5.0,3,0.035546,,ug/L,,,,,,,1.0,,,,,Y,,95.41,1.39,20.0,114.00,83.00,,,,,,0.20
358,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,SILVER,MET,=,96.160,,3,5.0,3,0.220001,,ug/L,,,,,,,1.0,,,,,Y,,96.16,1.65,20.0,115.00,84.00,,,,,,1.00
360,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,THALLIUM,MET,=,101.970,,3,5.0,3,0.021117,,ug/L,,,,,,,1.0,,,,,Y,,101.97,0.34,20.0,114.00,85.00,,,,,,0.20
361,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,URANIUM,MET,=,104.220,,3,5.0,3,0.020346,,ug/L,,,,,,,1.0,,,,,Y,,104.22,0.37,20.0,119.00,84.00,,,,,,0.20
363,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001MSDUP,P1067230,,,,,,25SL0001,SLDA,,,,1,25WW00001MSDUP,06-Mar-2025,1200,,,,06-Mar-2025,1714,25SL0001MET1,25SL0001MET1,,,,ZINC,MET,=,98.840,,3,5.06,3,0.977933,,ug/L,,,,,,,1.0,,,,,Y,,98.84,0.99,20.0,115.00,87.00,,,,,,10.00
527,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001NH31BLK,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25SL0001NH31BLK,12-May-2025,0735,,,,04-Mar-2025,1227,25SL0001NH31,25SL0001NH31,,,,AMMONIA,ORG,=,0.000,,3,,,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,,,,0.200,-0.200,,,,,,0.200
529,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25WW00001,12-May-2025,0735,,,,04-Mar-2025,1229,25SL0001NH31,25SL0001NH31,,,,AMMONIA,ORG,=,0.300,,3,,,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,,,,,,,,,,,0.200
530,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25WW00001DUP,12-May-2025,0735,,,,04-Mar-2025,1228,25SL0001NH31,25SL0001NH31,,,,AMMONIA,ORG,=,0.320,,3,,,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,,,20.0,,,,,,,,0.200
528,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001NH31LCS,P1067230,,,,,,25SL0001,SLDA,E350.1,SL039,,1,25SL0001NH31LCS,12-May-2025,0735,,,,04-Mar-2025,1228,25SL0001NH31,25SL0001NH31,,,,AMMONIA,ORG,=,0.980,,3,0.01,3,0.0336,,mg/L,,,,,,,1.0,,,,,Y,,98.0,,,120.00,80.00,,,,,,0.20
532,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25WW00001,09-May-2025,1350,,,,05-Mar-2025,1237,25SL0001NO21,25SL0001NO21,,,,NITRITES,ORG,ND,-0.004,,3,,,0.003819,,mg/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.200
533,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25WW00001DUP,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25WW00001DUP,09-May-2025,1350,,,,05-Mar-2025,1237,25SL0001NO21,25SL0001NO21,,,,NITRITES,ORG,ND,0.001,,3,,,0.003819,,mg/L,,,,,,,1.0,,,,U,Y,,,,20.0,,,,,,,,0.200
531,SLDA,Lab,27-Feb-2025,1425,AQ,,,QC,,,,25SL0001NO21LCS,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25SL0001NO21LCS,09-May-2025,1350,,,,05-Mar-2025,1236,25SL0001NO21,25SL0001NO21,,,,NITRITES,ORG,=,0.403,,3,0.0,3,0.003819,,mg/L,,,,,,,1.0,,,,,Y,,100.75,,,120.00,80.00,,,,,,0.20
535,SLDA,A-WWTP,27-Feb-2025,1425,AQ,,,NO,,,,25WW00001,P1067230,,,,,,25SL0001,SLDA,C352.1,SL022,,1,25WW00001,09-May-2025,1409,,,,09-May-2025,1409,25SL0001NO31,25SL0001NO31,,,,NITRATES,ORG,ND,0.078,,3,,,0.066496,,mg/L,,,,,,,1.0,,,,U,Y,,,,,,,,,,,,0.250
